rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
2572,MED:29348868,29348868,PMC5762553,10.18632/oncotarget.22643,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Luminal-like HER2-negative stage IA breast cancer: a multicenter retrospective study on long-term outcome with propensity score analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
2573,MED:29383126,29383126,PMC5777738,10.18632/oncotarget.23145,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Hypoxia-mediated translational activation of ITGB3 in breast cancer cells enhances TGF-β signaling and malignant features <i>in vitro</i> and <i>in vivo</i>.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2574,MED:29657297,29657297,PMC5831912,10.3390/ncrna3040026,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Long Non-Coding RNA TUG1 Expression Is Associated with Different Subtypes in Human Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2575,MED:30158821,30158821,PMC6110393,,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genomic Testing in the Management of Early-Stage Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2576,MED:31360834,31360834,PMC6649766,10.1093/jncics/pkx008,context,unclear,moderate,,true,Gene Expression Assays for Early-Stage Hormone Receptor-Positive Breast Cancer: Understanding the Differences.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
2577,PPR:PPR22475,,,10.1101/120709,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Exome-capture RNA-sequencing of decade-old breast cancers and matched decalcified bone metastases identifies clinically actionable targets,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
2578,PPR:PPR23644,,,10.1101/219410,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,An epithelial-mesenchymal-amoeboid transition gene signature reveals subtypes of breast cancer progression and metastasis,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
2579,PPR:PPR24609,,,10.1101/151902,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,APRIL and BAFF increase breast cancer cell stemness,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2580,MED:26257067,26257067,,10.1038/onc.2015.287,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Targeting BCL-2 to enhance vulnerability to therapy in estrogen receptor-positive breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
2581,MED:26276891,26276891,,10.1158/1078-0432.ccr-15-0487,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Transcriptional Profiling of Breast Cancer Metastases Identifies Liver Metastasis-Selective Genes Associated with Adverse Outcome in Luminal A Primary Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2582,MED:26284485,26284485,,10.1002/ijc.29808,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Brief-exposure to preoperative bevacizumab reveals a TGF-β signature predictive of response in HER2-negative breast cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
2583,MED:26317306,26317306,,10.1097/pai.0000000000000178,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prolactin Receptor Expression is an Independent Favorable Prognostic Marker in Human Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
2584,MED:26413934,26413934,,10.1002/ijc.29869,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A novel role for flotillin-1 in H-Ras-regulated breast cancer aggressiveness.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2585,MED:26423797,26423797,,10.1158/1078-0432.ccr-15-0757,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Subtype-Specific Metagene-Based Prediction of Outcome after Neoadjuvant and Adjuvant Treatment in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
2586,MED:26446459,26446459,,10.1007/s13277-015-4173-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive profiling of biological processes reveals two major prognostic subtypes in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
2587,MED:26453892,26453892,,10.1002/jmri.25057,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Minkowski functionals: An MRI texture analysis tool for determination of the aggressiveness of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2588,MED:26456802,26456802,PMC5528935,10.1016/j.molonc.2015.09.007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Personalised pathway analysis reveals association between DNA repair pathway dysregulation and chromosomal instability in sporadic breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2589,MED:26486826,26486826,,10.1093/jjco/hyv153,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Biological markers of invasive breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2590,MED:26497503,26497503,,10.1007/s00330-015-4067-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Correlation between conductivity and prognostic factors in invasive breast cancer using magnetic resonance electric properties tomography (MREPT).,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
2591,MED:26607490,26607490,PMC6410906,10.1093/bioinformatics/btv693,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genefu: an R/Bioconductor package for computation of gene expression-based signatures in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2592,MED:26708273,26708273,PMC4814260,10.1111/cas.12870,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,FOXA1 expression affects the proliferation activity of luminal breast cancer stem cell populations.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2593,MED:26711328,26711328,PMC4779705,10.1158/1055-9965.epi-15-0874,context,unclear,moderate,,true,Performance of Three-Biomarker Immunohistochemistry for Intrinsic Breast Cancer Subtyping in the AMBER Consortium.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
2594,MED:26711786,26711786,,10.1007/s13277-015-4712-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Heat shock protein 27 and gross cystic disease fluid protein 15 play critical roles in molecular apocrine breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2595,MED:26725330,26725330,PMC4725767,10.1038/ncomms10259,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Proteomic maps of breast cancer subtypes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2596,MED:26728511,26728511,PMC4700748,10.1186/s12943-015-0486-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Subtype-specific accumulation of intracellular zinc pools is associated with the malignant phenotype in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
2597,MED:26754771,26754771,PMC4729931,10.1038/ncomms10318,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of p62/SQSTM1 as a component of non-canonical Wnt VANGL2-JNK signalling in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2598,MED:26759241,26759241,PMC4794388,10.1158/0008-5472.can-15-1941,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,AKT1 Inhibits Epithelial-to-Mesenchymal Transition in Breast Cancer through Phosphorylation-Dependent Twist1 Degradation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
2599,MED:26768030,26768030,,10.1111/his.12795,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Biomarker assessment and molecular testing for prognostication in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
2600,MED:26771497,26771497,PMC4724865,10.1016/j.cell.2015.11.062,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Functional Genomic Landscape of Human Breast Cancer Drivers, Vulnerabilities, and Resistance.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2601,MED:26785325,26785325,PMC4718689,10.1371/journal.pone.0144862,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic Significance of Promoter DNA Hypermethylation of cysteine dioxygenase 1 (CDO1) Gene in Primary Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
2602,MED:26828520,26828520,PMC4773742,10.3390/cancers8020019,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Breast Cancer-Associated Fibroblasts: Where We Are and Where We Need to Go.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
2603,MED:26830453,26830453,PMC4735337,10.1038/srep20200,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Study design requirements for RNA sequencing-based breast cancer diagnostics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2604,MED:26842237,26842237,PMC5439498,10.1158/1078-0432.ccr-15-2021,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immune Signatures Following Single Dose Trastuzumab Predict Pathologic Response to PreoperativeTrastuzumab and Chemotherapy in HER2-Positive Early Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
2605,MED:26858530,26858530,PMC4730993,10.2147/pgpm.s56055,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Targeted therapies with companion diagnostics in the management of breast cancer: current perspectives.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record,false
2606,MED:26867046,26867046,,10.3310/hta20100,context,unclear,moderate,,true,OPTIMA prelim: a randomised feasibility study of personalised care in the treatment of women with early breast cancer.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
2607,MED:26877907,26877907,PMC4735094,10.1186/s40064-016-1736-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Patterns in target-directed breast cancer research.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2608,MED:26881778,26881778,PMC4755617,10.1371/journal.pmed.1001961,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Microenvironmental Heterogeneity Parallels Breast Cancer Progression: A Histology-Genomic Integration Analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2609,MED:26894864,26894864,PMC4914345,10.18632/oncotarget.7437,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"The SOX11 transcription factor is a critical regulator of basal-like breast cancer growth, invasion, and basal-like gene expression.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2610,MED:26906743,26906743,,10.1530/joe-16-0003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The first decade of estrogen receptor cistromics in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2611,MED:26909605,26909605,PMC4941297,10.18632/oncotarget.7533,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Estrogen receptor alpha (ERα/ESR1) mediates the p53-independent overexpression of MDM4/MDMX and MDM2 in human breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2612,MED:26916072,26916072,,10.1038/modpathol.2016.34,context,unclear,moderate,,true,Digital image analysis outperforms manual biomarker assessment in breast cancer.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
2613,MED:26919310,26919310,PMC4889288,10.1080/15384101.2016.1152432,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Metformin attenuates transforming growth factor beta (TGF-β) mediated oncogenesis in mesenchymal stem-like/claudin-low triple negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2614,MED:26932782,26932782,,10.1530/erc-16-0068,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Preclinical evaluation of the AR inhibitor enzalutamide in triple-negative breast cancer cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2615,MED:26933916,26933916,PMC4951281,10.18632/oncotarget.7784,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Galectin signatures contribute to the heterogeneity of breast cancer and provide new prognostic information and therapeutic targets.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
2616,MED:26939613,26939613,PMC4778320,10.1186/s12864-016-2521-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of mRNA isoform switching in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
2617,MED:26942074,26942074,PMC4760294,10.1080/2162402x.2015.1061176,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Biological network-driven gene selection identifies a stromal immune module as a key determinant of triple-negative breast carcinoma prognosis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
2618,MED:26947176,26947176,,10.1016/j.ccell.2016.02.002,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Preclinical Model for ERα-Positive Breast Cancer Points to the Epithelial Microenvironment as Determinant of Luminal Phenotype and Hormone Response.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
2619,MED:26958811,26958811,PMC4951334,10.18632/oncotarget.7944,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A combination of trastuzumab and BAG-1 inhibition synergistically targets HER2 positive breast cancer cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2620,MED:26965286,26965286,PMC4819548,10.1007/s10549-016-3741-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A novel gene expression signature for bone metastasis in breast carcinomas.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2621,MED:26965997,26965997,,10.1016/j.canlet.2016.03.001,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High-throughput «Omics» technologies: New tools for the study of triple-negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2622,MED:26977878,26977878,PMC4794996,10.1016/j.ccell.2016.02.006,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Overcoming Therapeutic Resistance in HER2-Positive Breast Cancers with CDK4/6 Inhibitors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2623,MED:26987533,26987533,,10.1007/978-3-319-22909-6_5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic and Predictive Biomarkers of Endocrine Responsiveness for Estrogen Receptor Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
2624,MED:26987535,26987535,,10.1007/978-3-319-22909-6_7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Intratumor Heterogeneity in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2625,MED:26991655,26991655,PMC4798554,10.1371/journal.pone.0150564,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Insulin Receptor Substrate Adaptor Proteins Mediate Prognostic Gene Expression Profiles in Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
2626,MED:27022301,27022301,PMC4790538,10.2147/bctt.s88434,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification and prioritization of candidate genes for symptom variability in breast cancer survivors based on disease characteristics at the cellular level.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2627,MED:27036195,27036195,PMC4818440,10.1186/s13058-016-0696-2,context,unclear,moderate,,true,Heterogeneity in global gene expression profiles between biopsy specimens taken peri-surgically from primary ER-positive breast carcinomas.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
2628,MED:27049755,27049755,PMC4822790,10.1371/journal.pone.0152856,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"G Protein Coupled Receptor Kinase 3 Regulates Breast Cancer Migration, Invasion, and Metastasis.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2629,MED:27082076,27082076,,10.1002/ijc.30142,context,unclear,moderate,,true,Subtype-specific micro-RNA expression signatures in breast cancer progression.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
2630,MED:27084578,27084578,PMC4893654,10.1242/jcs.183129,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Signatures of breast cancer metastasis at a glance.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2631,MED:27116185,27116185,PMC4869765,10.1007/s10549-016-3804-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Nottingham prognostic index plus (NPI+) predicts risk of distant metastases in primary breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
2632,MED:27153846,27153846,PMC5030064,10.1007/s10552-016-0754-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Active smoking and risk of Luminal and Basal-like breast cancer subtypes in the Carolina Breast Cancer Study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
2633,MED:27161491,27161491,PMC4866047,10.1038/ncomms11479,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"The somatic mutation profiles of 2,433 breast cancers refines their genomic and transcriptomic landscapes.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2634,MED:27165105,27165105,PMC4862203,10.1186/s13058-016-0710-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Determining breast cancer histological grade from RNA-sequencing data.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
2635,MED:27170832,27170832,PMC4854224,10.3332/ecancer.2016.632,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Characterisation of the triple negative breast cancer phenotype associated with the development of central nervous system metastases.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2636,MED:27184417,27184417,PMC5461122,10.1038/nrclinonc.2016.66,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Triple-negative breast cancer: challenges and opportunities of a heterogeneous disease.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2637,MED:27185370,27185370,PMC5093028,10.1158/1078-0432.ccr-15-2889,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Intratumor Heterogeneity Affects Gene Expression Profile Test Prognostic Risk Stratification in Early Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
2638,MED:27185372,27185372,PMC5124409,10.1158/1078-0432.ccr-16-0148,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,TransCONFIRM: Identification of a Genetic Signature of Response to Fulvestrant in Advanced Hormone Receptor-Positive Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
2639,MED:27197167,27197167,PMC4911305,10.1158/0008-5472.can-15-3465,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,MYC Is a Crucial Mediator of TGFβ-Induced Invasion in Basal Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2640,MED:27217777,27217777,PMC4861001,10.2147/ott.s92350,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Screening of biomarkers for prediction of response to and prognosis after chemotherapy for breast cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
2641,MED:27231202,27231202,,10.1158/0008-5472.can-15-1553,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The E3-ligase E6AP Represses Breast Cancer Metastasis via Regulation of ECT2-Rho Signaling.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2642,MED:27235853,27235853,,10.1016/j.shpsc.2016.05.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"""Triple negative breast cancer"": Translational research and the (re)assembling of diseases in post-genomic medicine.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2643,MED:27248170,27248170,PMC5130011,10.18632/oncotarget.9612,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Targeting FOSB with a cationic antimicrobial peptide, TP4, for treatment of triple-negative breast cancer.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2644,MED:27251275,27251275,PMC5102256,10.1038/nature18003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Proteogenomics connects somatic mutations to signalling in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2645,MED:27283985,27283985,PMC5226513,10.18632/oncotarget.9885,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Targeted gene silencing of CCL2 inhibits triple negative breast cancer progression by blocking cancer stem cell renewal and M2 macrophage recruitment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2646,MED:27312054,27312054,,10.1016/s1470-2045(16)30092-4,context,unclear,low,,false,SPAG5: the ultimate marker of proliferation in early breast cancer?,No abstract is available; founder title-level adjudication is required.,,false
2647,MED:27312135,27312135,PMC6496337,10.1111/cpr.12266,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cell-specific biomarkers and targeted biopharmaceuticals for breast cancer treatment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2648,MED:27329435,27329435,,10.1016/j.ymeth.2016.06.015,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Protein interaction network (PIN)-based breast cancer subsystem identification and activation measurement for prognostic modeling.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
2649,MED:27340107,27340107,PMC4919653,10.1038/srep28623,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene Expression Profiling of Breast Cancer Brain Metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
2650,MED:27341628,27341628,PMC4920434,10.1371/journal.pone.0158259,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Extensive Transcriptomic and Genomic Analysis Provides New Insights about Luminal Breast Cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
2651,MED:27350877,27350877,PMC4922058,10.1186/s40170-016-0152-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Metabolic clusters of breast cancer in relation to gene- and protein expression subtypes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2652,MED:27359054,27359054,PMC5342357,10.18632/oncotarget.10239,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic significance of PLIN1 expression in human breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
2653,MED:27385883,27385883,PMC4918476,10.4103/0972-3919.181848,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,2-(fluorine-18)-fluoro-2-deoxy-D-glucose positron emission tomography/computed tomography after breast conserving surgery: Correlation with molecular markers of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
2654,MED:27386569,27386569,PMC4928895,10.1126/sciadv.1501924,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genomic agonism and phenotypic antagonism between estrogen and progesterone receptors in breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
2655,MED:27406316,27406316,PMC4947184,10.1038/ncomms12222,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A whole-genome sequence and transcriptome perspective on HER2-positive breast cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
