rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
161,MED:39623175,39623175,,10.1007/s00464-024-11426-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning-assisted colonoscopy images for prediction of mismatch repair deficiency in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
162,MED:39798526,39798526,,10.1016/j.media.2024.103437,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Self-interactive learning: Fusion and evolution of multi-scale histomorphology features for molecular traits prediction in computational pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
163,MED:39958547,39958547,PMC11756003,10.4251/wjgo.v17.i2.100552,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognosis in stage II colon cancer: Expanding the horizons of risk factors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
164,MED:40053129,40053129,,10.1007/s10142-025-01561-w,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Transcriptomic profiling reveals mechanism, therapeutic potential, and prognostic value of cancer stemness characteristic in nasopharyngeal carcinoma.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
165,MED:40306572,40306572,,10.1016/j.labinv.2025.104186,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep Learning-Powered Whole Slide Image Analysis in Cancer Pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
166,MED:40311875,40311875,,10.1016/j.labinv.2025.104187,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Quantitative Analysis of Rectal Cancer Biopsies With the Digital Pathology Segmentation Algorithm QuantCRC Associates With Therapy Response and Recurrence.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
167,MED:40393458,40393458,PMC12278653,10.1016/j.xgen.2025.100881,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Phenotypic heterogeneity and plasticity in colorectal cancer metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
168,MED:40468074,40468074,PMC12350155,10.1038/s41586-025-09125-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Loss of colonic fidelity enables multilineage plasticity and metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
169,MED:40538516,40538516,PMC12175868,10.3748/wjg.v31.i21.106964,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Recent advances and challenges in colorectal cancer: From molecular research to treatment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
170,MED:40710412,40710412,PMC12296007,10.3390/jpm15070295,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,New Insights into Personalized Surgical Oncology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
171,MED:40749584,40749584,,10.1016/j.leukres.2025.107923,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning-based morphological assessment of myelodysplastic syndrome on bone marrow smears.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
172,MED:40874818,40874818,PMC12392270,10.1093/bib/bbaf440,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning-driven multi-omics analysis: enhancing cancer diagnostics and therapeutics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
173,MED:40906037,40906037,,10.1007/s13258-025-01677-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning-driven whole-slide image analysis predicts chemo-resistance and motility subtypes in muscle-invasive bladder cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
174,MED:41170074,41170074,PMC12569932,10.6026/973206300211836,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Interpretable self-supervised contrastive learning for colorectal cancer histopathology: GRADCAM visualization.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
175,MED:41249481,41249481,PMC12623892,10.1038/s41746-025-02034-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A multimodal AI model for precision prognosis in clear cell renal cell carcinoma: A multicenter study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
176,MED:41303568,41303568,PMC12652317,10.3390/ijms262211086,context,unclear,moderate,,true,From CMS to iCMS/IMF: Developing Roadmap to Precision Therapy in Colorectal Cancer.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
177,MED:41395603,41395603,PMC12698480,10.3389/fonc.2025.1723546,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Advances in colorectal cancer screening: technological innovations, guideline discrepancies, and individualized strategies.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
178,MED:41516254,41516254,PMC12785522,10.3390/ijms27010379,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,AI-Driven Digital Pathology: Deep Learning and Multimodal Integration for Precision Oncology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
179,PPR:PPR977124,,,10.1101/2025.02.09.25321567,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,DeepSpot: Leveraging Spatial Context for Enhanced Spatial Transcriptomics Prediction from H&E Images,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
180,MED:36647247,36647247,PMC10668589,10.1002/mas.21824,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Biological mass spectrometry enables spatiotemporal 'omics: From tissues to cells to organelles.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
181,MED:37647175,37647175,,10.1109/tmi.2023.3309971,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Nucleus-Aware Self-Supervised Pretraining Using Unpaired Image-to-Image Translation for Histopathology Images.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
182,MED:38245662,38245662,PMC10951272,10.1038/s41416-024-02573-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Predicting 5-year recurrence risk in colorectal cancer: development and validation of a histology-based deep learning approach.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
183,MED:38284821,38284821,PMC10985477,10.1158/1541-7786.mcr-23-0639,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Semi-Supervised, Attention-Based Deep Learning for Predicting TMPRSS2:ERG Fusion Status in Prostate Cancer Using Whole Slide Images.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
184,MED:38310237,38310237,PMC10837897,10.1186/s12967-024-04915-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Pathogenomics for accurate diagnosis, treatment, prognosis of oncology: a cutting edge overview.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
185,MED:38325154,38325154,,10.1016/j.media.2024.103097,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immune subtyping of melanoma whole slide images using multiple instance learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
186,MED:38341402,38341402,PMC10858881,10.1038/s41467-024-45589-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Regression-based Deep-Learning predicts molecular biomarkers from pathology slides.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
187,MED:38356716,38356716,PMC10861814,10.7150/jca.90970,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene Expression Profile Analysis of the Molecular Mechanism of HOXD10 Regulation of Epithelial Ovarian Cancer Cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
188,MED:38491101,38491101,PMC10942985,10.1038/s43856-024-00471-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A systematic pan-cancer study on deep learning-based prediction of multi-omic biomarkers from routine pathology images.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
189,MED:38539231,38539231,PMC10976780,10.1186/s13073-024-01315-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning in cancer genomics and histopathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
190,MED:38594651,38594651,PMC11005210,10.1186/s12903-024-04191-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Oral epithelial dysplasia detection and grading in oral leukoplakia using deep learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
191,MED:38688978,38688978,PMC11061124,10.1038/s41598-024-60715-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification and clinicopathological analysis of potential p73-regulated biomarkers in colorectal cancer via integrative bioinformatics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
192,MED:38789645,38789645,PMC11271412,10.1038/s41591-024-02993-w,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prediction of recurrence risk in endometrial cancer with multimodal deep learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
193,MED:38791889,38791889,PMC11119770,10.3390/cancers16101810,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prediction of Mismatch Repair Status in Endometrial Cancer from Histological Slide Images Using Various Deep Learning-Based Algorithms.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
194,MED:38893110,38893110,PMC11171401,10.3390/cancers16111989,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Precision Oncology, Artificial Intelligence, and Novel Therapeutic Advancements in the Diagnosis, Prevention, and Treatment of Cancer: Highlights from the 59th Irish Association for Cancer Research (IACR) Annual Conference.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
195,MED:38972973,38972973,PMC11229270,10.1186/s12916-024-03482-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Mining the interpretable prognostic features from pathological image of intrahepatic cholangiocarcinoma using multi-modal deep learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
196,MED:39023969,39023969,PMC11257085,10.1158/2767-9764.crc-23-0502,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Stratification to Neoadjuvant Radiotherapy in Rectal Cancer by Regimen and Transcriptional Signatures.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
197,MED:39112715,39112715,PMC11374687,10.1038/s41586-024-07769-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic genome and transcriptome signatures in colorectal cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
198,MED:39115792,39115792,,10.1007/s11684-024-1085-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial intelligence methods available for cancer research.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
199,MED:39279963,39279963,PMC11399837,10.21037/jgo-24-45,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A novel model based on protein post-translational modifications comprising the immune landscape and prediction of colorectal cancer prognosis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
200,MED:39309850,39309850,PMC11415691,10.1016/j.heliyon.2024.e37561,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Improving performance in colorectal cancer histology decomposition using deep and ensemble machine learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
201,MED:36083132,36083132,,10.1158/1078-0432.ccr-22-0390,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Facts and Hopes on the Use of Artificial Intelligence for Predictive Immunotherapy Biomarkers in Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
202,MED:36376239,36376239,PMC9732687,10.1002/cjp2.302,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Optimization of deep learning models for the prediction of gene mutations using unsupervised clustering.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
203,MED:36723384,36723384,PMC10073932,10.1002/cjp2.312,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Predicting microsatellite instability and key biomarkers in colorectal cancer from H&E-stained images: achieving state-of-the-art predictive performance with fewer data using Swin Transformer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
204,MED:36801447,36801447,,10.1016/j.semcancer.2023.02.006,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Predicting gene mutation status via artificial intelligence technologies based on multimodal integration (MMI) to advance precision oncology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
205,MED:36819263,36819263,PMC9929396,10.21037/qims-22-679,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Multimodal investigation of bladder cancer data based on computed tomography, whole slide imaging, and transcriptomics.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
206,MED:36841434,36841434,,10.1016/j.modpat.2023.100124,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial Intelligence Enables Quantitative Assessment of Ulcerative Colitis Histology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
207,MED:36929936,36929936,PMC10248832,10.1093/jnci/djad048,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Overcoming the challenges to implementation of artificial intelligence in pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
208,MED:37006285,37006285,PMC10063861,10.3389/fimmu.2023.1153423,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic signatures of sphingolipids: Understanding the immune landscape and predictive role in immunotherapy response and outcomes of hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
209,MED:37114657,37114657,,10.1093/bib/bbad151,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Recent application of artificial intelligence on histopathologic image-based prediction of gene mutation in solid cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
210,MED:37292469,,,,context,unclear,low,,false,The evolution of next-generation sequencing technologies.,No abstract is available; founder title-level adjudication is required.,,false
211,MED:37314068,37314068,,10.1002/gcc.23177,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Machine learning in computational histopathology: Challenges and opportunities.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
212,MED:37489084,37489084,PMC10551667,10.1158/2159-8290.cd-23-0050,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Colorectal Cancer Organoid-Stroma Biobank Allows Subtype-Specific Assessment of Individualized Therapy Responses.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
213,MED:37635388,37635388,PMC10557859,10.1002/cam4.6474,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Predicting cervical lymph node metastasis in OSCC based on computed tomography imaging genomics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
214,MED:37709267,37709267,PMC10503281,10.1177/15330338231199287,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Application of Deep Learning in Cancer Prognosis Prediction Model.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
215,MED:37741820,37741820,PMC10517936,10.1038/s41598-023-42357-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Improved accuracy in colorectal cancer tissue decomposition through refinement of established deep learning solutions.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
216,MED:37745305,37745305,PMC10511881,10.3389/fcell.2023.1161667,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification and verification of a prognostic signature based on a miRNA-mRNA interaction pattern in colon adenocarcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
217,MED:37759919,37759919,PMC10527016,10.3390/brainsci13091318,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Data Mining of Microarray Datasets in Translational Neuroscience.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
218,MED:37863557,37863557,,10.1016/j.path.2023.05.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep Learning and Colon Cancer Interpretation: Rise of the Machine.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
219,MED:37894365,37894365,PMC10605516,10.3390/cancers15204998,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial Intelligence Reveals Distinct Prognostic Subgroups of Muscle-Invasive Bladder Cancer on Histology Images.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
220,MED:38028544,38028544,PMC10643633,10.3389/fmolb.2023.1284623,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Machine learning-enhanced insights into sphingolipid-based prognostication: revealing the immunological landscape and predictive proficiency for immunomotherapy and chemotherapy responses in pancreatic carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
221,PPR:PPR703060,,,10.1101/2023.07.30.23293391,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Flexible and Highly-Efficient Feature Perception for Molecular Traits Prediction via Self-interactive Deep Learning,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
222,MED:33848627,33848627,,10.1016/j.semcancer.2021.04.007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Integrated approaches for precision oncology in colorectal cancer: The more you know, the better.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
223,MED:34611963,34611963,PMC9291575,10.1002/jmri.27940,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Orthotopic Versus Allotopic Implantation: Comparison of Radiological and Pathological Characteristics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
224,MED:35083924,35083924,PMC9036145,10.1177/17407745211069879,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Experiences of running a stratified medicine adaptive platform trial: Challenges and lessons learned from 10 years of the FOCUS4 trial in metastatic colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
225,MED:35251962,35251962,PMC8891653,10.3389/fonc.2022.773840,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep Learning With Radiomics for Disease Diagnosis and Treatment: Challenges and Potential.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
226,MED:35342954,35342954,,10.1002/path.5898,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Artificial intelligence to identify genetic alterations in conventional histopathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
227,MED:35390423,35390423,,10.1016/j.bbamcr.2022.119266,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Proteomics approaches to characterize the immune responses in cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
228,MED:35443570,35443570,PMC9597228,10.3350/cmh.2021.0394,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning-based prediction of molecular cancer biomarkers from tissue slides: A new tool for precision oncology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
229,MED:35455101,35455101,PMC9031340,10.3390/e24040436,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Quantitative Comparison between Shannon and Tsallis-Havrda-Charvat Entropies Applied to Cancer Outcome Prediction.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
230,MED:35469069,35469069,PMC9205774,10.1038/s41591-022-01768-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Swarm learning for decentralized artificial intelligence in cancer histopathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
231,MED:35481680,35481680,PMC9324951,10.1002/path.5921,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Developing image analysis methods for digital pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
232,MED:35590346,35590346,PMC9118771,10.1186/s13046-022-02385-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Spatially resolved transcriptomics provide a new method for cancer research.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
233,MED:35622144,35622144,PMC9534807,10.1007/s00428-022-03345-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Towards a national strategy for digital pathology in Switzerland.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
234,MED:35646105,35646105,PMC9133721,10.3389/fgene.2022.880093,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Multi-Size Deep Learning Based Preoperative Computed Tomography Signature for Prognosis Prediction of Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
235,MED:35710828,35710828,PMC9203457,10.1038/s42003-022-03538-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Iron commensalism of mesenchymal glioblastoma promotes ferroptosis susceptibility upon dopamine treatment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
236,MED:35937101,35937101,PMC9355144,10.1109/ojemb.2022.3192103,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of Tissue Types and Gene Mutations From Histopathology Images for Advancing Colorectal Cancer Biology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
237,MED:35985511,35985511,PMC9716432,10.1053/j.gastro.2022.08.025,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Quantitative Pathologic Analysis of Digitized Images of Colorectal Carcinoma Improves Prediction of Recurrence-Free Survival.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
238,MED:36059702,36059702,PMC9433878,10.3389/fonc.2022.928977,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The evolving role of morphology in endometrial cancer diagnostics: From histopathology and molecular testing towards integrative data analysis by deep learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
239,MED:36124675,36124675,PMC9677480,10.1093/bib/bbac367,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Multi-modality artificial intelligence in digital pathology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
240,MED:36137652,36137652,PMC9511657,10.1136/jitc-2022-004717,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Complement downregulation promotes an inflammatory signature that renders colorectal cancer susceptible to immunotherapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
241,MED:36230757,36230757,PMC9562853,10.3390/cancers14194834,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Use of Personalized Biomarkers in Metastatic Colorectal Cancer and the Impact of AI.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
242,MED:36268072,36268072,PMC9577036,10.1016/j.jpi.2022.100115,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Improving feature extraction from histopathological images through a fine-tuning ImageNet model.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
243,MED:36292724,36292724,PMC9601308,10.3390/genes13101839,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Python Clustering Analysis Protocol of Genes Expression Data Sets.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
244,MED:36323712,36323712,PMC9630260,10.1038/s41598-022-22731-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning model to predict Epstein-Barr virus associated gastric cancer in histology.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
245,PPR:PPR445680,,,10.1101/2022.01.21.477189,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Deep learning can predict multi-omic biomarkers from routine pathology images: A systematic large-scale study,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
